# Program:featureCounts v1.6.3; Command:"/work/02260/grovesd/stampede2/subread-1.6.3-source/bin/featureCounts" "-a" "/work/02260/grovesd/lonestar/Amil_Zach_Fullers_v2.00/Amil.coding.gff3" "-t" "gene" "-g" "ID" "-o" "rnaseq_gene_counts_DEDUPPED.txt" "-T" "64" "--primary" "L5-S1_S216_dupsRemoved.bam" "L5-S2_S217_dupsRemoved.bam" "L5-S3_S218_dupsRemoved.bam" "L5-T1_S222_dupsRemoved.bam" "L5-T2_S223_dupsRemoved.bam" "L5-T3_S224_dupsRemoved.bam" "N12-S1_S219_dupsRemoved.bam" "N12-S2_S220_dupsRemoved.bam" "N12-S3_S221_dupsRemoved.bam" "N12-T1_S225_dupsRemoved.bam" "N12-T2_S226_dupsRemoved.bam" "N12-T3_S227_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	L5-S1_S216_dupsRemoved.bam	L5-S2_S217_dupsRemoved.bam	L5-S3_S218_dupsRemoved.bam	L5-T1_S222_dupsRemoved.bam	L5-T2_S223_dupsRemoved.bam	L5-T3_S224_dupsRemoved.bam	N12-S1_S219_dupsRemoved.bam	N12-S2_S220_dupsRemoved.bam	N12-S3_S221_dupsRemoved.bam	N12-T1_S225_dupsRemoved.bam	N12-T2_S226_dupsRemoved.bam	N12-T3_S227_dupsRemoved.bam
Amillepora27725	Sc0000015	1992120	2012083	+	19964	19	14	12	22	26	26	26	27	38	32	28	47
Amillepora27728	Sc0000015	2022370	2027765	-	5396	33	19	30	27	40	26	7	9	4	5	6	10
Amillepora27726	Sc0000015	2014080	2014603	-	524	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27727	Sc0000015	2014660	2016046	-	1387	1	0	0	1	1	2	0	0	1	1	0	0
Amillepora27735	Sc0000015	2137352	2137618	-	267	0	0	0	0	0	1	0	0	0	0	0	0
Amillepora27736	Sc0000015	2139078	2140510	-	1433	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27733	Sc0000015	2115460	2115873	-	414	2	1	1	0	2	0	0	0	2	1	5	3
Amillepora27734	Sc0000015	2115889	2122705	-	6817	17	16	4	12	17	19	14	21	12	15	33	18
Amillepora27731	Sc0000015	2112959	2113711	-	753	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora27732	Sc0000015	2113726	2114412	-	687	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora27730	Sc0000015	2110594	2112886	-	2293	3	1	0	1	0	1	0	1	1	6	1	2
Amillepora27747	Sc0000015	2268191	2271823	+	3633	4	1	1	3	2	9	2	2	2	5	4	6
Amillepora27746	Sc0000015	2261510	2262511	+	1002	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora27740	Sc0000015	2213223	2216221	+	2999	2	2	2	4	5	4	1	2	2	3	8	5
Amillepora27745	Sc0000015	2259785	2261005	-	1221	0	0	0	0	0	0	0	0	0	1	1	0
Amillepora27737	Sc0000015	2197660	2198001	-	342	0	0	0	0	0	1	0	0	0	0	0	0
Amillepora27741	Sc0000015	2229912	2235009	-	5098	0	0	0	1	1	0	6	16	13	23	18	7
Amillepora27739	Sc0000015	2201080	2202537	-	1458	0	0	0	0	0	0	0	1	1	0	0	0
Amillepora27743	Sc0000015	2255169	2255695	-	527	0	0	0	1	0	1	0	2	2	1	0	2
Amillepora27744	Sc0000015	2256919	2257897	-	979	0	1	0	0	0	0	0	1	0	0	0	0
Amillepora27738	Sc0000015	2198345	2199341	-	997	1	1	1	2	2	1	4	10	3	5	3	5
Amillepora27754	Sc0000015	2381588	2382727	+	1140	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27749	Sc0000015	2301432	2303541	+	2110	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27750	Sc0000015	2312818	2313890	-	1073	1	0	0	1	2	2	0	1	0	0	0	0
Amillepora27752	Sc0000015	2378143	2379321	-	1179	0	1	0	0	0	2	1	0	1	0	3	0
Amillepora27751	Sc0000015	2349633	2350905	-	1273	0	1	0	0	0	0	2	0	0	0	0	0
Amillepora27748	Sc0000015	2295830	2312381	-	16552	4	1	3	6	7	3	2	5	1	6	7	3
Amillepora27753	Sc0000015	2380090	2381218	+	1129	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora27759	Sc0000015	2532420	2534032	+	1613	8	12	6	10	9	6	9	7	5	7	6	9
Amillepora27760	Sc0000015	2539702	2541972	-	2271	1	2	2	8	4	3	2	2	5	9	4	4
Amillepora27758	Sc0000015	2516068	2525848	-	9781	205	154	162	185	202	205	197	220	186	196	201	195
Amillepora27764	Sc0000015	2567862	2570069	-	2208	0	1	0	0	0	1	1	0	1	1	2	1
Amillepora27755	Sc0000015	2427306	2507611	-	80306	536	383	433	549	608	569	400	435	376	418	495	458
Amillepora27762	Sc0000015	2561066	2562840	-	1775	2	0	1	1	1	0	1	1	1	1	2	0
Amillepora27761	Sc0000015	2556948	2560411	-	3464	0	0	0	0	1	0	0	0	0	0	1	1
Amillepora27757	Sc0000015	2513870	2514867	+	998	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27769	Sc0000015	2648892	2650538	+	1647	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27766	Sc0000015	2581724	2615633	+	33910	173	124	127	164	191	189	175	207	174	207	185	203
Amillepora27763	Sc0000015	2563519	2564471	+	953	3	0	0	1	1	1	0	0	0	0	0	0
Amillepora27773	Sc0000015	2700663	2702339	+	1677	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora27774	Sc0000015	2702370	2703341	+	972	0	3	1	2	1	2	1	1	0	5	2	2
Amillepora27768	Sc0000015	2628647	2629003	+	357	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27772	Sc0000015	2699496	2700602	+	1107	1	2	1	1	2	0	0	1	0	1	5	3
Amillepora27778	Sc0000015	2706085	2712831	+	6747	6	3	4	9	7	8	6	9	6	9	8	9
Amillepora27770	Sc0000015	2660559	2670564	+	10006	52	34	37	46	48	62	33	38	29	47	51	50
Amillepora27765	Sc0000015	2577393	2581637	-	4245	39	19	26	26	27	35	23	35	22	34	28	36
Amillepora27771	Sc0000015	2683262	2685688	-	2427	4	4	4	7	3	9	9	10	7	7	8	4
Amillepora28176	Sc0000050	36448	37905	+	1458	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28178	Sc0000050	49578	54797	+	5220	0	1	1	0	1	1	1	1	2	0	4	1
Amillepora28171	Sc0000050	3969	5048	+	1080	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28182	Sc0000050	79537	82950	+	3414	0	2	0	0	3	2	1	0	1	0	0	0
Amillepora28181	Sc0000050	79299	81661	-	2363	0	1	0	0	0	0	0	0	0	0	0	0
Amillepora28179	Sc0000050	72484	74406	-	1923	0	0	1	0	1	1	0	0	0	0	0	0
Amillepora28170	Sc0000050	2094	3551	-	1458	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28175	Sc0000050	34975	36030	-	1056	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora28172	Sc0000050	5827	10772	-	4946	3	5	1	0	4	9	3	8	7	1	2	5
Amillepora28174	Sc0000050	18335	24427	-	6093	3	2	1	3	2	3	2	7	2	6	4	0
Amillepora28180	Sc0000050	74465	75520	-	1056	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora28173	Sc0000050	11996	12712	-	717	0	0	0	0	0	1	0	0	2	0	2	0
Amillepora28177	Sc0000050	40694	47718	+	7025	2	2	1	1	5	11	0	2	4	6	2	1
Amillepora28193	Sc0000050	170472	180311	+	9840	9	7	9	10	8	7	1	3	1	1	3	0
Amillepora28196	Sc0000050	182256	183413	+	1158	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28192	Sc0000050	158088	165461	+	7374	6	2	4	3	4	5	1	1	2	3	2	1
Amillepora28184	Sc0000050	94578	99490	+	4913	4	0	1	5	1	7	2	3	4	1	7	6
Amillepora28190	Sc0000050	134975	156491	+	21517	6	9	2	6	7	13	11	23	21	16	25	22
Amillepora28186	Sc0000050	100139	110584	+	10446	6	4	6	6	6	25	3	9	3	6	13	12
Amillepora28188	Sc0000050	115802	116686	+	885	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28183	Sc0000050	92581	94359	+	1779	0	0	0	0	0	0	0	0	3	0	2	0
Amillepora28189	Sc0000050	125800	131409	+	5610	2	0	0	1	4	1	0	3	3	4	4	2
Amillepora28185	Sc0000050	99531	100133	+	603	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28194	Sc0000050	180191	181252	-	1062	0	0	0	0	0	3	0	0	0	0	0	0
Amillepora28187	Sc0000050	111497	117461	-	5965	2	3	0	1	3	2	1	1	1	2	2	1
Amillepora28191	Sc0000050	156903	157268	-	366	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28204	Sc0000050	258452	261706	+	3255	11	11	11	14	14	16	16	15	11	14	8	10
Amillepora28197	Sc0000050	187947	195861	+	7915	0	0	0	4	3	1	2	2	2	4	4	2
Amillepora28202	Sc0000050	248327	249626	+	1300	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora28201	Sc0000050	232290	238097	+	5808	7	7	3	6	14	13	1	5	9	2	8	2
Amillepora28203	Sc0000050	251139	257947	+	6809	3	2	5	3	4	11	2	6	3	7	6	8
Amillepora28207	Sc0000050	269518	270246	+	729	0	0	0	0	1	1	0	0	0	0	0	0
Amillepora28200	Sc0000050	222319	225778	-	3460	0	2	0	1	0	0	0	0	0	1	1	1
Amillepora28198	Sc0000050	199315	204540	-	5226	3	1	3	3	0	1	2	4	2	2	2	2
Amillepora28205	Sc0000050	262414	263151	-	738	0	0	0	0	1	1	0	0	0	0	0	0
Amillepora28199	Sc0000050	220813	222021	-	1209	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28206	Sc0000050	263988	264491	+	504	1	1	0	0	0	0	0	0	0	0	0	0
Amillepora28215	Sc0000050	340447	341184	+	738	2	0	0	0	1	1	1	0	0	1	0	0
Amillepora28219	Sc0000050	356753	361671	+	4919	1	0	0	0	1	1	0	0	0	0	2	0
Amillepora28217	Sc0000050	352144	353319	+	1176	0	0	0	0	0	0	0	0	0	1	0	0
Amillepora28209	Sc0000050	282682	283536	+	855	0	0	0	0	1	0	0	0	1	0	0	0
Amillepora28212	Sc0000050	310333	328089	+	17757	6	2	3	3	5	4	6	6	6	3	4	4
Amillepora28220	Sc0000050	361773	363903	+	2131	1	1	0	2	0	2	1	1	0	0	0	0
Amillepora28218	Sc0000050	355712	356713	+	1002	6	2	2	3	2	2	0	2	2	2	1	1
Amillepora28211	Sc0000050	299425	308048	+	8624	20	13	10	20	23	32	9	12	14	22	21	8
Amillepora28210	Sc0000050	285727	298998	+	13272	36	27	28	35	34	42	40	37	35	32	44	34
Amillepora28208	Sc0000050	275650	277674	+	2025	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28213	Sc0000050	315590	316522	-	933	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28216	Sc0000050	341881	345088	-	3208	15	7	11	14	12	18	15	17	11	10	5	10
Amillepora28214	Sc0000050	337317	339377	-	2061	0	0	0	0	1	1	0	0	0	1	0	0
Amillepora28222	Sc0000050	381654	382604	+	951	0	1	0	0	1	0	0	0	0	1	1	0
Amillepora28237	Sc0000050	466038	471116	+	5079	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28225	Sc0000050	397354	398217	+	864	1	2	0	5	3	6	0	3	0	1	3	0
Amillepora28221	Sc0000050	380160	381635	+	1476	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28228	Sc0000050	425977	427214	+	1238	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora28227	Sc0000050	425049	425399	-	351	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora28224	Sc0000050	396129	396725	-	597	0	0	0	1	0	0	1	1	0	0	0	0
Amillepora28239	Sc0000050	474885	475928	-	1044	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora28236	Sc0000050	455224	455550	-	327	1	0	0	0	0	0	0	0	0	0	0	1
Amillepora28238	Sc0000050	474500	474862	-	363	0	0	0	0	0	1	0	0	0	0	0	0
Amillepora28232	Sc0000050	446830	447543	-	714	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28231	Sc0000050	443513	445530	-	2018	13	6	9	13	14	24	8	12	11	13	9	9
Amillepora28223	Sc0000050	392498	394271	-	1774	1	0	0	0	0	1	1	0	0	1	0	0
Amillepora28229	Sc0000050	427878	431935	+	4058	1	0	2	1	2	0	0	0	2	4	2	2
Amillepora28226	Sc0000050	410148	411252	+	1105	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora28233	Sc0000050	450814	451689	-	876	1	1	0	2	0	1	0	0	0	0	0	2
Amillepora28230	Sc0000050	431990	432565	+	576	0	0	1	0	0	0	0	0	0	0	0	0
Amillepora28241	Sc0000050	503653	508819	+	5167	0	0	0	0	0	0	1	0	0	0	0	1
Amillepora28243	Sc0000050	543389	548534	+	5146	0	0	0	0	1	0	0	0	1	0	0	0
Amillepora28240	Sc0000050	477079	498286	+	21208	11	6	9	16	10	14	11	11	13	18	12	12
Amillepora28242	Sc0000050	538139	540913	-	2775	2	2	5	4	3	3	0	1	1	1	0	1
Amillepora28244	Sc0000050	543719	553626	-	9908	12	12	8	19	15	13	18	15	15	13	15	18
Amillepora28254	Sc0000050	629693	630601	+	909	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28255	Sc0000050	640388	646979	+	6592	20	14	5	13	6	15	2	2	1	2	3	1
Amillepora28256	Sc0000050	652579	653010	+	432	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28251	Sc0000050	603690	607595	+	3906	0	1	1	1	2	0	4	4	2	3	5	2
Amillepora28246	Sc0000050	561606	569989	+	8384	0	0	1	0	0	0	1	9	5	6	11	4
Amillepora28250	Sc0000050	600070	600693	+	624	0	0	0	0	0	0	0	0	1	1	0	1
Amillepora28253	Sc0000050	610561	613080	+	2520	0	0	0	0	1	0	0	0	0	0	0	1
Amillepora28247	Sc0000050	570953	572059	+	1107	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28245	Sc0000050	553722	561026	+	7305	1	1	0	3	3	3	0	1	0	2	1	0
Amillepora28258	Sc0000050	669568	670484	+	917	0	0	1	1	0	0	1	1	0	0	0	0
Amillepora28257	Sc0000050	653030	657393	+	4364	2	2	0	2	1	1	0	7	0	5	3	3
Amillepora28248	Sc0000050	582631	589757	+	7127	0	1	3	2	3	0	7	1	3	0	8	8
Amillepora28252	Sc0000050	610350	611414	-	1065	0	0	0	1	0	0	0	1	0	1	0	1
Amillepora28249	Sc0000050	594988	597709	+	2722	1	1	0	0	1	3	1	0	1	3	3	1
Amillepora28279	Sc0000050	768741	769214	+	474	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28268	Sc0000050	733097	733531	+	435	0	0	0	0	0	0	0	0	1	0	1	0
Amillepora28270	Sc0000050	736276	736710	+	435	1	0	0	2	1	1	0	0	0	1	0	0
Amillepora28272	Sc0000050	739455	739889	+	435	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28274	Sc0000050	742634	743068	+	435	0	0	0	1	0	0	1	0	0	0	1	0
Amillepora28260	Sc0000050	691294	692490	+	1197	0	0	0	1	0	0	1	0	0	0	0	0
Amillepora28262	Sc0000050	699475	704660	+	5186	1	4	1	1	5	3	2	5	2	4	0	1
Amillepora28265	Sc0000050	723346	723984	+	639	0	0	0	0	0	0	0	0	2	0	0	0
Amillepora28259	Sc0000050	676533	690257	+	13725	22	17	20	15	19	23	15	28	16	17	20	12
Amillepora28269	Sc0000050	733626	734099	+	474	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28271	Sc0000050	736805	737278	+	474	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28273	Sc0000050	739984	740457	+	474	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28275	Sc0000050	743163	743636	+	474	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28277	Sc0000050	746333	746806	+	474	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28266	Sc0000050	724155	724385	+	231	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28276	Sc0000050	745035	746238	+	1204	0	0	0	0	0	0	0	1	0	1	1	0
Amillepora28267	Sc0000050	729110	732139	+	3030	2	4	1	1	2	2	0	2	4	0	4	2
Amillepora28261	Sc0000050	697293	699269	+	1977	2	1	4	0	0	1	2	2	2	1	3	1
Amillepora28263	Sc0000050	704875	709199	+	4325	14	11	7	18	16	14	11	16	7	16	24	16
Amillepora28278	Sc0000050	751580	753013	+	1434	1	1	1	1	4	3	0	0	3	1	0	1
Amillepora28294	Sc0000050	836013	839500	+	3488	1	1	0	2	0	1	0	0	0	0	0	0
Amillepora28296	Sc0000050	874960	875854	+	895	2	2	3	2	1	0	1	0	2	1	3	3
Amillepora28286	Sc0000050	798257	800898	+	2642	0	0	0	0	1	1	0	1	0	1	1	0
Amillepora28280	Sc0000050	771433	771960	+	528	0	0	0	0	0	0	0	1	0	1	1	1
Amillepora28289	Sc0000050	817251	823196	+	5946	7	5	4	5	14	14	8	5	10	7	15	7
Amillepora28283	Sc0000050	780985	787748	+	6764	4	0	2	4	4	4	2	2	6	6	7	5
Amillepora28284	Sc0000050	790647	795711	+	5065	1	2	0	3	2	1	2	2	0	3	2	3
Amillepora28285	Sc0000050	795811	798150	+	2340	1	0	2	0	2	0	0	0	1	2	3	3
Amillepora28281	Sc0000050	777832	778161	+	330	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28287	Sc0000050	807644	814871	+	7228	1	2	1	4	4	5	3	8	2	4	10	4
Amillepora28292	Sc0000050	826126	830566	+	4441	3	1	2	2	3	6	4	5	1	4	8	3
Amillepora28282	Sc0000050	778398	778835	+	438	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28293	Sc0000050	830803	831240	+	438	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28295	Sc0000050	840144	849880	+	9737	2	2	1	6	4	2	5	2	3	6	5	4
Amillepora28290	Sc0000050	823303	824241	+	939	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora28288	Sc0000050	815258	816196	+	939	1	1	0	0	0	0	0	0	0	0	0	0
Amillepora28291	Sc0000050	824440	825723	+	1284	0	0	1	0	0	0	0	0	0	0	0	0
Amillepora28301	Sc0000050	904072	908085	+	4014	1	4	3	6	5	1	7	6	14	8	14	5
Amillepora28298	Sc0000050	886564	889983	+	3420	0	0	0	1	0	0	1	0	0	0	0	0
Amillepora28300	Sc0000050	903073	903660	+	588	1	0	0	0	1	0	1	0	1	0	0	3
Amillepora28297	Sc0000050	885945	886424	+	480	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora28304	Sc0000050	966833	976502	+	9670	5	2	2	3	2	2	4	5	5	5	11	7
Amillepora28299	Sc0000050	891558	900244	+	8687	16	13	21	24	22	28	14	18	12	23	27	13
Amillepora28303	Sc0000050	946772	955396	-	8625	18	17	19	14	26	25	31	19	20	20	23	19
Amillepora28302	Sc0000050	936554	944139	-	7586	16	12	13	8	15	20	43	31	28	39	44	34
Amillepora28305	Sc0000050	976605	980748	+	4144	0	0	0	0	1	1	0	1	1	1	1	1
Amillepora28307	Sc0000050	989128	990045	+	918	0	0	0	1	0	1	1	0	0	1	2	0
Amillepora28318	Sc0000050	1075704	1088345	+	12642	16	21	11	16	38	36	3	4	1	2	5	3
Amillepora28313	Sc0000050	1044067	1045325	+	1259	0	0	0	0	0	0	0	0	0	1	0	1
Amillepora28317	Sc0000050	1074241	1074899	+	659	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28315	Sc0000050	1061252	1066678	+	5427	0	0	2	1	5	0	1	1	2	0	2	1
Amillepora28316	Sc0000050	1068515	1072220	+	3706	1	0	0	0	2	0	0	0	0	0	0	0
Amillepora28311	Sc0000050	1036648	1037766	+	1119	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28312	Sc0000050	1041948	1043371	+	1424	1	0	0	0	0	0	0	0	1	1	0	2
Amillepora28306	Sc0000050	986183	987319	-	1137	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28314	Sc0000050	1052168	1054700	-	2533	0	0	1	2	1	0	0	1	0	0	1	0
Amillepora28310	Sc0000050	1033807	1036730	-	2924	5	4	1	4	8	6	0	5	2	3	2	6
Amillepora28309	Sc0000050	1019100	1029172	-	10073	31	32	31	34	44	50	17	21	24	34	19	21
Amillepora28308	Sc0000050	1010356	1013398	-	3043	5	4	3	1	4	4	0	1	0	1	2	1
Amillepora28319	Sc0000050	1088807	1091378	+	2572	0	0	0	1	1	0	1	2	2	0	1	0
Amillepora28325	Sc0000050	1135682	1139905	+	4224	0	1	0	0	0	0	0	1	0	0	0	0
Amillepora28322	Sc0000050	1098089	1104860	+	6772	9	2	4	4	14	9	0	1	2	0	2	1
Amillepora28326	Sc0000050	1153122	1164607	+	11486	11	6	13	13	8	9	5	12	7	9	8	5
Amillepora28323	Sc0000050	1104919	1106789	+	1871	0	0	0	0	0	0	0	0	0	0	2	0
Amillepora28324	Sc0000050	1114645	1116864	-	2220	0	1	1	2	4	5	0	0	0	2	0	1
Amillepora28320	Sc0000050	1092440	1097669	-	5230	56	35	38	42	53	72	15	10	14	21	17	12
Amillepora28327	Sc0000050	1164647	1164914	+	268	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28332	Sc0000050	1257725	1266351	+	8627	8	4	2	7	11	2	2	3	2	3	5	3
Amillepora28330	Sc0000050	1206264	1207185	-	922	0	0	0	0	2	1	3	3	2	0	3	1
Amillepora28328	Sc0000050	1177280	1177971	-	692	0	1	0	0	0	0	0	0	0	1	1	2
Amillepora28329	Sc0000050	1197458	1205866	-	8409	3	5	2	3	1	5	3	4	3	1	3	3
Amillepora28331	Sc0000050	1246745	1252581	-	5837	7	2	4	4	3	7	3	3	4	4	3	2
Amillepora28336	Sc0000050	1327967	1328655	+	689	1	0	0	1	0	0	8	4	3	6	6	2
Amillepora28334	Sc0000050	1297231	1300583	+	3353	0	0	0	4	2	1	1	0	0	0	0	2
Amillepora28339	Sc0000050	1335876	1341227	+	5352	9	4	6	8	11	12	15	18	11	18	18	13
Amillepora28333	Sc0000050	1279278	1283454	-	4177	4	1	4	1	4	1	1	2	0	2	0	2
Amillepora28337	Sc0000050	1330389	1331650	-	1262	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28335	Sc0000050	1323720	1325167	+	1448	0	1	4	1	2	6	4	6	9	11	6	8
Amillepora28338	Sc0000050	1331682	1332771	-	1090	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28345	Sc0000050	1368025	1369282	+	1258	2	0	0	0	0	1	0	0	0	0	1	0
Amillepora28341	Sc0000050	1352233	1366839	+	14607	7	14	10	15	10	9	11	11	8	12	11	8
Amillepora28348	Sc0000050	1441123	1442215	+	1093	0	0	0	3	0	0	0	0	0	0	0	0
Amillepora28347	Sc0000050	1435045	1437319	+	2275	4	5	3	5	13	11	1	2	1	2	6	2
Amillepora28352	Sc0000050	1484585	1486630	-	2046	0	0	0	0	0	0	0	0	0	0	2	0
Amillepora28349	Sc0000050	1444238	1445920	-	1683	3	3	2	1	1	4	0	2	0	0	3	0
Amillepora28342	Sc0000050	1357673	1360405	-	2733	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28340	Sc0000050	1340811	1341872	-	1062	0	0	0	1	0	1	0	1	1	2	0	0
Amillepora28351	Sc0000050	1481752	1484314	+	2563	1	1	1	0	0	0	0	1	0	0	1	1
Amillepora28366	Sc0000050	1632405	1636349	+	3945	3	2	0	2	1	3	7	7	5	1	6	7
Amillepora28365	Sc0000050	1603857	1614956	+	11100	8	8	16	14	32	26	16	12	13	16	13	14
Amillepora28356	Sc0000050	1536186	1537811	+	1626	0	1	0	1	2	4	3	2	1	3	1	1
Amillepora28364	Sc0000050	1580126	1581732	+	1607	0	0	0	0	0	0	0	1	0	1	0	0
Amillepora28361	Sc0000050	1575960	1576562	+	603	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28363	Sc0000050	1578860	1579336	+	477	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28360	Sc0000050	1573915	1575669	+	1755	0	0	1	0	0	0	0	1	0	0	0	0
Amillepora28353	Sc0000050	1489754	1510488	+	20735	14	15	8	10	26	21	103	142	110	97	129	140
Amillepora28355	Sc0000050	1515528	1515776	-	249	0	2	1	2	1	2	0	1	1	0	1	0
Amillepora28354	Sc0000050	1515072	1515527	-	456	0	0	0	0	0	0	3	0	0	1	4	2
Amillepora28368	Sc0000050	1679040	1681373	+	2334	2	0	0	0	0	0	1	0	0	0	0	0
Amillepora28362	Sc0000050	1576572	1578129	+	1558	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28358	Sc0000050	1569606	1573666	+	4061	12	6	10	9	7	6	13	10	7	3	10	9
Amillepora28367	Sc0000050	1641377	1643537	-	2161	30	16	18	30	27	44	12	11	15	20	16	18
Amillepora28369	Sc0000055	23106	27870	+	4765	1	1	1	3	0	3	1	1	2	1	1	1
Amillepora28371	Sc0000055	76350	86950	-	10601	148	116	101	130	128	140	122	126	89	151	140	139
Amillepora28378	Sc0000055	131881	132399	+	519	3	0	0	0	2	3	0	0	0	0	0	0
Amillepora28379	Sc0000055	143823	145454	+	1632	0	0	0	0	1	1	1	0	0	0	0	0
Amillepora28380	Sc0000055	158770	159888	+	1119	0	1	0	0	1	0	0	0	0	0	0	0
Amillepora28375	Sc0000055	115961	118488	+	2528	1	3	0	0	1	0	0	0	0	0	0	0
Amillepora28372	Sc0000055	96964	103408	+	6445	46	52	33	43	58	62	21	23	18	20	21	36
Amillepora28376	Sc0000055	118572	121801	+	3230	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora28374	Sc0000055	108630	110316	-	1687	7	3	2	8	2	3	0	0	0	0	1	0
Amillepora28377	Sc0000055	127119	128569	-	1451	5	4	2	5	9	2	1	3	3	0	6	1
Amillepora28373	Sc0000055	103781	106082	-	2302	22	13	8	15	29	17	6	6	6	9	12	8
Amillepora28385	Sc0000055	250041	251723	+	1683	0	0	0	0	0	0	0	0	0	1	1	0
Amillepora28384	Sc0000055	233356	235285	+	1930	0	0	0	0	0	0	1	2	1	4	7	5
Amillepora28386	Sc0000055	268702	270724	-	2023	2	0	0	1	2	1	2	0	1	1	1	1
Amillepora28388	Sc0000055	275418	276512	-	1095	0	0	0	0	0	0	1	1	0	0	3	0
Amillepora28383	Sc0000055	202951	203490	-	540	0	0	0	0	0	0	0	0	1	0	0	0
Amillepora28389	Sc0000055	277365	280859	-	3495	0	1	2	1	0	2	6	7	3	0	3	5
Amillepora28382	Sc0000055	200979	202574	+	1596	1	1	0	0	0	1	2	6	3	0	3	5
Amillepora28387	Sc0000055	271277	273666	-	2390	3	2	1	4	3	1	4	2	0	1	0	2
Amillepora28397	Sc0000055	381254	382495	+	1242	0	0	3	0	0	0	0	1	0	0	2	1
Amillepora28396	Sc0000055	355211	355633	+	423	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28394	Sc0000055	323176	328811	+	5636	2	3	1	4	4	3	1	3	1	2	6	1
Amillepora28392	Sc0000055	298143	298856	+	714	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28390	Sc0000055	289892	290260	+	369	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28395	Sc0000055	328853	333212	+	4360	11	4	6	8	11	8	2	2	9	5	9	7
Amillepora28393	Sc0000055	299713	300795	-	1083	2	0	0	4	1	0	1	1	2	1	1	0
Amillepora28391	Sc0000055	292022	293907	+	1886	0	0	0	0	0	0	1	1	0	1	1	2
Amillepora28403	Sc0000055	456748	459048	+	2301	28	14	16	27	42	36	9	20	16	22	19	25
