# Program:featureCounts v1.6.3; Command:"/work/02260/grovesd/stampede2/subread-1.6.3-source/bin/featureCounts" "-a" "/work/02260/grovesd/lonestar/Amil_Zach_Fullers_v2.00/Amil.coding.gff3" "-t" "gene" "-g" "ID" "-o" "rnaseq_gene_counts.txt" "-T" "64" "--primary" "L5-S1_S216_host.bam" "L5-S2_S217_host.bam" "L5-S3_S218_host.bam" "L5-T1_S222_host.bam" "L5-T2_S223_host.bam" "L5-T3_S224_host.bam" "N12-S1_S219_host.bam" "N12-S2_S220_host.bam" "N12-S3_S221_host.bam" "N12-T1_S225_host.bam" "N12-T2_S226_host.bam" "N12-T3_S227_host.bam" 
Geneid	Chr	Start	End	Strand	Length	L5-S1_S216_host.bam	L5-S2_S217_host.bam	L5-S3_S218_host.bam	L5-T1_S222_host.bam	L5-T2_S223_host.bam	L5-T3_S224_host.bam	N12-S1_S219_host.bam	N12-S2_S220_host.bam	N12-S3_S221_host.bam	N12-T1_S225_host.bam	N12-T2_S226_host.bam	N12-T3_S227_host.bam
Amillepora33693	Sc0000178	106679	107629	-	951	8	2	4	7	6	2	3	3	3	3	2	1
Amillepora33694	Sc0000178	110153	134118	-	23966	72	31	55	62	58	35	52	59	60	65	62	49
Amillepora33695	Sc0000178	149697	209083	-	59387	66	38	46	65	89	90	75	89	62	88	97	89
Amillepora36171	Sc0000238	64010	64324	+	315	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora36151	Sc0000238	16226	37441	-	21216	52	40	39	59	69	70	60	67	47	102	65	85
Amillepora36176	Sc0000238	127981	142859	-	14879	59	37	37	54	64	55	101	81	68	130	91	120
Amillepora36173	Sc0000238	76719	78947	-	2229	4	2	0	2	11	9	1	2	0	1	3	3
Amillepora36152	Sc0000238	50940	53670	-	2731	5	6	6	4	19	24	0	2	0	0	2	4
Amillepora36177	Sc0000238	148316	151635	-	3320	1353	1105	1133	1141	1088	1540	1310	1678	1021	919	1191	1051
Amillepora36174	Sc0000238	79233	92792	-	13560	59	60	58	68	105	182	40	50	35	45	88	56
Amillepora34101	Sc0000193	11698	12126	+	429	0	0	1	0	3	3	0	0	1	1	0	1
Amillepora34104	Sc0000193	56577	83299	-	26723	63	54	45	80	95	75	48	61	48	39	52	43
Amillepora34099	Sc0000193	353	2329	-	1977	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora34102	Sc0000193	27485	30598	-	3114	8	12	10	13	12	14	6	9	12	10	18	7
Amillepora34103	Sc0000193	50051	53299	-	3249	0	0	0	1	3	3	2	1	3	2	2	5
Amillepora34107	Sc0000193	82345	109565	+	27221	168	113	132	178	182	229	102	86	80	118	93	107
Amillepora34110	Sc0000193	127733	139239	+	11507	37	28	29	40	35	51	65	60	54	53	60	67
Amillepora34109	Sc0000193	117350	122191	-	4842	0	0	0	0	1	0	0	0	0	1	2	0
Amillepora34114	Sc0000193	180940	182093	-	1154	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora34111	Sc0000193	143081	145570	-	2490	173	103	169	157	120	166	209	177	145	206	144	168
Amillepora34117	Sc0000193	237857	238774	+	918	0	0	0	0	0	0	0	2	1	1	3	1
Amillepora34115	Sc0000193	223121	223610	+	490	0	0	0	0	0	0	9	8	5	3	5	4
Amillepora34118	Sc0000193	291991	304973	+	12983	26	23	16	17	27	25	9	15	16	21	26	15
Amillepora36284	Sc0000241	129219	142566	+	13348	26	7	6	6	12	14	9	13	10	17	24	12
Amillepora36274	Sc0000241	9038	10444	+	1407	1	0	0	0	0	0	1	1	1	4	2	2
Amillepora36282	Sc0000241	73432	115974	+	42543	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora36273	Sc0000241	4007	5418	-	1412	0	0	0	0	0	1	1	1	1	0	0	0
Amillepora36283	Sc0000241	73857	117411	-	43555	1	0	0	0	0	0	0	0	0	0	2	2
Amillepora36281	Sc0000241	72247	73378	+	1132	1	1	0	0	0	1	1	1	0	5	1	1
Amillepora36276	Sc0000241	29042	30074	+	1033	0	0	0	0	0	0	0	0	1	2	0	0
Amillepora36275	Sc0000241	21177	22017	-	841	0	0	0	0	1	0	0	1	0	0	0	0
Amillepora35857	Sc0000230	167225	174589	+	7365	4	1	0	2	7	2	0	3	4	1	8	1
Amillepora35856	Sc0000230	144917	150843	+	5927	1	0	0	1	0	0	1	0	1	0	5	3
Amillepora35852	Sc0000230	56230	68822	+	12593	13	9	7	10	15	17	6	11	3	10	10	2
Amillepora35855	Sc0000230	126757	128840	+	2084	0	0	0	1	0	0	0	0	0	1	0	0
Amillepora35853	Sc0000230	58406	59917	-	1512	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora35854	Sc0000230	65809	70016	-	4208	0	0	1	0	0	2	0	0	0	2	1	0
Amillepora35260	Sc0000224	199193	204474	-	5282	15	3	8	14	20	10	6	6	11	10	17	8
Amillepora35259	Sc0000224	191077	193824	-	2748	2	2	6	8	8	9	0	1	3	1	8	1
Amillepora36328	Sc0000246	30199	40181	+	9983	6	9	2	10	8	25	4	7	6	12	7	9
Amillepora34276	Sc0000198	73829	75710	+	1882	1	0	1	1	2	2	0	0	1	0	0	0
Amillepora34275	Sc0000198	72300	73257	+	958	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora34274	Sc0000198	54385	61011	-	6627	4	2	1	3	3	1	5	5	8	4	12	7
Amillepora34279	Sc0000198	87381	87941	-	561	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora34273	Sc0000198	47326	51789	-	4464	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora34282	Sc0000198	121917	129671	+	7755	0	3	3	1	1	2	1	2	1	2	0	1
Amillepora34280	Sc0000198	111557	112597	-	1041	4	1	5	3	5	5	2	4	5	3	8	6
Amillepora34281	Sc0000198	117626	127689	-	10064	19	10	13	19	13	20	0	9	6	4	3	5
Amillepora34285	Sc0000198	281156	282166	+	1011	0	0	0	0	0	0	0	1	1	0	1	0
Amillepora34286	Sc0000198	287240	287509	+	270	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora36011	Sc0000235	20130	25775	+	5646	35	30	25	32	35	59	27	48	32	60	66	67
Amillepora36015	Sc0000235	84610	87806	+	3197	1	1	0	0	1	0	0	4	1	0	1	1
Amillepora36010	Sc0000235	14751	15452	-	702	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora36012	Sc0000235	29727	30679	-	953	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora36016	Sc0000235	97125	99758	-	2634	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora36017	Sc0000235	99816	105072	-	5257	3	3	5	4	7	2	4	2	2	5	3	1
Amillepora32046	Sc0000151	3532	15675	+	12144	6	6	16	13	12	26	6	7	9	10	8	6
Amillepora32047	Sc0000151	34818	39188	+	4371	0	0	0	1	0	3	5	5	8	6	9	9
Amillepora32049	Sc0000151	113584	114669	-	1086	0	0	0	0	2	0	0	0	1	0	1	0
Amillepora32048	Sc0000151	89509	89844	-	336	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32052	Sc0000151	128638	129072	-	435	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32053	Sc0000151	129079	130500	-	1422	0	0	0	0	0	0	0	1	0	1	0	0
Amillepora32050	Sc0000151	114694	115594	-	901	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora32051	Sc0000151	125020	127072	-	2053	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora32054	Sc0000151	191568	191885	+	318	0	0	1	0	0	0	0	0	0	0	0	0
Amillepora32055	Sc0000151	200926	204932	+	4007	0	1	1	0	0	1	0	0	3	1	0	0
Amillepora32056	Sc0000151	244294	254684	-	10391	7	3	3	4	12	16	13	20	11	28	22	14
Amillepora32059	Sc0000151	318284	319909	+	1626	1	1	2	4	6	9	7	11	1	7	14	9
Amillepora32061	Sc0000151	382661	383696	+	1036	0	0	0	0	0	0	0	0	0	0	0	2
Amillepora32057	Sc0000151	288078	288490	-	413	0	3	0	0	0	0	0	1	0	0	1	0
Amillepora32060	Sc0000151	367224	367871	-	648	0	0	0	0	1	0	0	0	0	0	0	1
Amillepora32058	Sc0000151	316055	318081	-	2027	3	1	3	3	1	2	13	7	10	10	7	10
Amillepora32067	Sc0000151	486337	486783	-	447	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32064	Sc0000151	431064	431594	-	531	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32062	Sc0000151	416350	430133	-	13784	11	5	8	11	27	35	5	7	10	12	20	5
Amillepora32063	Sc0000151	430191	430700	-	510	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32065	Sc0000151	431937	432740	-	804	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32068	Sc0000151	488839	489077	-	239	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32076	Sc0000151	548284	549306	+	1023	0	0	0	0	0	1	0	1	0	1	1	0
Amillepora32073	Sc0000151	531372	535390	+	4019	3	5	4	5	9	4	7	1	2	3	3	6
Amillepora32066	Sc0000151	467646	493352	+	25707	30	21	7	19	40	53	12	27	20	20	25	29
Amillepora32072	Sc0000151	530355	531033	+	679	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32077	Sc0000151	555910	557496	-	1587	2	6	4	2	1	7	3	0	1	2	6	1
Amillepora32069	Sc0000151	492411	525810	-	33400	305	231	238	347	355	393	160	203	143	171	181	179
Amillepora32078	Sc0000151	581408	582562	-	1155	2	5	1	2	3	2	0	0	0	0	1	0
Amillepora32079	Sc0000151	592079	596492	-	4414	2	2	0	2	0	1	3	2	3	5	1	3
Amillepora32075	Sc0000151	541025	545082	-	4058	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora33736	Sc0000181	45831	46781	+	951	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora33737	Sc0000181	48919	49260	+	342	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora33735	Sc0000181	403	1885	-	1483	4	2	2	1	3	1	1	0	0	0	0	0
Amillepora33738	Sc0000181	88344	141166	+	52823	1420	1266	1233	1209	1412	2013	1202	1559	971	834	1118	960
Amillepora33740	Sc0000181	158127	159815	-	1689	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora35884	Sc0000233	11898	20290	+	8393	6	3	1	4	1	8	4	3	1	3	9	3
Amillepora35888	Sc0000233	72079	79931	+	7853	1	0	3	3	1	9	2	3	1	5	8	7
Amillepora35890	Sc0000233	102722	109553	+	6832	3	0	0	2	5	7	0	1	3	8	3	2
Amillepora35892	Sc0000233	116031	141285	+	25255	1	1	0	0	0	8	2	2	1	3	4	1
Amillepora35883	Sc0000233	1	5278	-	5278	5	1	5	4	4	6	11	15	13	14	12	14
Amillepora35891	Sc0000233	115800	136121	-	20322	0	0	1	2	3	5	0	4	7	5	11	2
Amillepora35887	Sc0000233	57121	73043	-	15923	6	6	5	15	7	16	13	10	19	16	35	25
Amillepora35893	Sc0000233	155463	171961	-	16499	10	10	10	11	22	16	13	23	15	35	46	37
Amillepora35885	Sc0000233	26617	43578	-	16962	9	8	9	6	6	12	9	15	13	16	16	24
Amillepora35889	Sc0000233	87203	103686	-	16484	5	6	14	6	14	16	14	16	11	15	48	18
Amillepora35886	Sc0000233	43802	49674	+	5873	1	0	0	0	0	3	1	1	4	2	3	0
Amillepora32365	Sc0000156	18671	20218	+	1548	2	1	1	2	0	3	6	3	2	2	4	8
Amillepora32363	Sc0000156	8045	8542	+	498	0	0	0	0	0	0	0	1	0	0	0	1
Amillepora32366	Sc0000156	35877	39229	+	3353	0	0	0	0	1	0	5	1	2	6	6	2
Amillepora32362	Sc0000156	2590	7759	+	5170	2	1	0	1	1	3	2	3	1	6	1	2
Amillepora32367	Sc0000156	39479	42395	+	2917	1	1	1	3	2	3	4	4	3	4	10	6
Amillepora32373	Sc0000156	118648	120264	+	1617	0	0	0	0	0	0	0	1	0	0	3	0
Amillepora32377	Sc0000156	160326	161043	+	718	2	2	1	1	3	2	0	0	0	8	1	1
Amillepora32370	Sc0000156	92657	107012	+	14356	31	27	36	27	50	42	21	24	12	16	31	23
Amillepora32375	Sc0000156	139546	159497	+	19952	34	23	27	32	43	48	13	16	17	15	17	15
Amillepora32372	Sc0000156	112118	113960	-	1843	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora32376	Sc0000156	148964	155071	-	6108	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32371	Sc0000156	97521	100868	-	3348	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32369	Sc0000156	89684	92603	+	2920	5	2	3	2	5	4	3	3	1	3	2	1
Amillepora32374	Sc0000156	122801	123301	+	501	1	0	0	0	0	1	0	0	0	0	1	0
Amillepora32381	Sc0000156	238986	242606	+	3621	0	0	2	0	1	1	1	9	12	8	12	9
Amillepora32383	Sc0000156	246960	249659	+	2700	0	0	0	0	0	3	0	0	2	0	1	1
Amillepora32386	Sc0000156	270616	271284	+	669	0	0	0	0	0	0	0	0	0	1	0	0
Amillepora32387	Sc0000156	271772	272422	+	651	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32385	Sc0000156	269537	270235	+	699	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32388	Sc0000156	278207	279058	-	852	0	0	0	0	0	0	0	0	0	0	1	1
Amillepora32380	Sc0000156	231490	237238	-	5749	33	21	34	29	42	49	6	16	6	8	9	14
Amillepora32384	Sc0000156	249782	255952	-	6171	25	5	8	15	21	22	11	6	6	11	15	5
Amillepora32382	Sc0000156	244837	246932	+	2096	0	0	0	1	0	1	0	0	0	0	0	0
Amillepora32399	Sc0000156	360797	365596	+	4800	0	1	0	1	0	0	0	0	0	0	0	1
Amillepora32390	Sc0000156	286221	291053	+	4833	5	6	5	8	7	8	31	44	28	38	47	77
Amillepora32389	Sc0000156	281723	284697	+	2975	0	1	0	0	2	0	1	1	0	0	3	1
Amillepora32396	Sc0000156	337529	337975	+	447	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32391	Sc0000156	295826	297005	-	1180	2	5	4	6	6	6	0	1	0	0	0	0
Amillepora32397	Sc0000156	342461	342870	-	410	0	1	0	1	0	0	1	0	1	0	0	0
Amillepora32393	Sc0000156	304519	305988	-	1470	3	2	4	8	9	8	1	2	3	2	2	0
Amillepora32398	Sc0000156	343408	345145	-	1738	2	2	0	3	7	2	2	2	1	0	4	2
Amillepora32392	Sc0000156	297037	300683	-	3647	22	25	22	28	19	28	3	2	4	9	9	7
Amillepora32419	Sc0000156	516761	517471	+	711	2	2	1	1	3	1	1	1	2	1	1	3
Amillepora32408	Sc0000156	434256	434963	+	708	1	2	1	4	1	1	3	1	3	2	1	0
Amillepora32401	Sc0000156	374872	384891	+	10020	49	47	32	53	64	52	7	10	5	11	17	10
Amillepora32414	Sc0000156	475959	476651	+	693	0	0	1	0	3	1	0	3	4	0	4	5
Amillepora32406	Sc0000156	419619	419993	+	375	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32415	Sc0000156	476846	477175	+	330	0	1	0	0	0	0	0	0	0	0	0	0
Amillepora32412	Sc0000156	445020	457772	+	12753	2	4	3	9	8	8	5	4	3	4	8	4
Amillepora32409	Sc0000156	438496	439899	-	1404	4	0	1	3	1	0	3	1	0	1	1	7
Amillepora32407	Sc0000156	425931	434128	-	8198	4	10	2	3	12	8	9	8	7	5	14	7
Amillepora32418	Sc0000156	508230	516524	-	8295	27	20	28	23	25	26	14	21	11	14	28	19
Amillepora32404	Sc0000156	398964	416591	-	17628	32	20	23	21	25	34	20	21	12	20	16	21
Amillepora32400	Sc0000156	368030	374497	-	6468	65	57	66	79	96	119	16	16	17	15	17	22
Amillepora32416	Sc0000156	477211	477499	+	289	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32411	Sc0000156	444189	444643	+	455	19	11	10	18	18	18	12	21	24	13	6	16
Amillepora34977	Sc0000215	20372	50344	+	29973	24	21	15	28	23	28	21	36	25	26	54	31
Amillepora34975	Sc0000215	3761	7630	+	3870	22	15	25	22	34	22	8	11	14	9	11	14
Amillepora34976	Sc0000215	15662	19067	-	3406	2	2	2	2	3	2	3	3	3	2	5	2
Amillepora34985	Sc0000215	154676	159365	+	4690	4	8	3	5	4	6	10	11	4	7	4	3
Amillepora34982	Sc0000215	139192	141222	+	2031	0	0	0	1	3	2	0	1	1	1	0	0
Amillepora34980	Sc0000215	103928	118092	+	14165	50	20	36	52	41	61	50	72	51	97	63	85
Amillepora34989	Sc0000215	213629	216360	+	2732	0	1	0	0	0	0	0	0	0	0	1	0
Amillepora34990	Sc0000215	216478	217344	+	867	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora34983	Sc0000215	146497	147672	+	1176	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora34988	Sc0000215	210316	213223	-	2908	0	0	0	0	0	0	1	1	0	0	0	1
Amillepora34981	Sc0000215	118960	133363	-	14404	40	27	40	30	41	35	37	50	36	45	55	60
Amillepora34991	Sc0000215	224497	226300	-	1804	0	0	0	0	0	0	0	0	0	1	0	0
Amillepora34992	Sc0000215	226333	226776	-	444	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora34993	Sc0000215	226859	227901	-	1043	6	3	2	6	10	11	12	7	8	5	1	4
Amillepora34984	Sc0000215	147895	152671	+	4777	0	0	1	0	1	0	1	0	0	0	0	0
Amillepora36389	Sc0000249	109748	117402	+	7655	3	0	0	0	1	4	13	12	5	6	12	9
Amillepora36384	Sc0000249	20953	23273	+	2321	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora36383	Sc0000249	11882	20946	+	9065	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora36385	Sc0000249	23294	23503	+	210	0	1	0	0	1	0	0	0	0	0	0	0
Amillepora36386	Sc0000249	53091	55181	-	2091	0	0	1	2	1	4	0	0	1	0	0	0
Amillepora36387	Sc0000249	56124	57363	-	1240	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora36388	Sc0000249	63386	108923	-	45538	32	22	23	33	53	62	35	32	24	37	58	48
Amillepora36382	Sc0000249	11091	18545	-	7455	12	12	9	6	7	12	9	16	10	18	19	21
Amillepora36368	Sc0000247	118229	119655	+	1427	2	0	0	1	0	0	1	0	1	1	2	1
Amillepora36370	Sc0000247	128250	132083	-	3834	0	0	0	0	0	1	0	0	3	1	2	1
Amillepora36363	Sc0000247	87	1503	-	1417	7	0	1	6	1	4	2	1	0	1	1	0
Amillepora36364	Sc0000247	10070	28994	-	18925	118	57	74	110	102	116	83	102	54	66	92	91
Amillepora36366	Sc0000247	109276	111530	-	2255	0	0	0	0	2	0	0	0	0	0	0	1
Amillepora36516	Sc0000252	857	7258	+	6402	0	1	1	1	1	1	2	3	0	0	0	0
Amillepora36517	Sc0000252	24052	38984	-	14933	67	56	39	64	85	75	58	70	55	76	93	63
Amillepora36518	Sc0000252	72392	128823	-	56432	105	96	94	135	150	149	149	180	116	123	185	148
Amillepora33300	Sc0000174	15228	16739	-	1512	1	0	0	1	0	1	1	2	1	1	1	1
Amillepora33301	Sc0000174	20968	21898	-	931	1	0	0	0	0	0	0	0	0	1	0	0
Amillepora33302	Sc0000174	22308	23211	-	904	2	1	0	0	3	4	0	2	0	3	1	1
Amillepora33299	Sc0000174	6720	14257	-	7538	9	9	5	11	11	11	1	6	3	6	7	5
Amillepora33304	Sc0000174	43513	47362	-	3850	1	0	2	0	2	2	1	1	4	2	2	6
Amillepora33305	Sc0000174	50616	52339	+	1724	0	1	1	0	0	0	0	1	0	3	1	1
Amillepora33311	Sc0000174	178001	182218	+	4218	15	18	13	14	30	21	17	12	6	11	15	9
Amillepora33309	Sc0000174	146695	159867	+	13173	127	67	70	117	82	79	62	87	56	87	74	68
Amillepora33306	Sc0000174	89996	92005	+	2010	3	1	1	0	0	6	1	0	0	1	1	1
Amillepora33308	Sc0000174	95716	146708	-	50993	88	69	85	111	110	139	74	91	59	73	83	106
Amillepora33310	Sc0000174	168489	168919	-	431	0	0	0	1	1	2	1	1	0	1	1	1
Amillepora33316	Sc0000174	232658	238306	+	5649	5	4	2	3	2	4	0	0	1	1	1	3
Amillepora33313	Sc0000174	188420	191784	-	3365	24	9	17	22	16	9	46	21	28	26	19	23
Amillepora33314	Sc0000174	212506	216513	-	4008	36	16	24	34	12	23	39	25	18	30	20	25
Amillepora33315	Sc0000174	226429	227823	-	1395	9	4	2	1	6	5	8	1	4	0	1	5
Amillepora33318	Sc0000174	245126	252285	-	7160	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora33325	Sc0000174	377257	379017	+	1761	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora33317	Sc0000174	243297	288169	+	44873	141	99	109	121	131	183	113	130	139	176	224	183
Amillepora33324	Sc0000174	336701	353165	+	16465	19	18	13	18	20	25	18	19	17	30	31	27
Amillepora33322	Sc0000174	288776	293122	+	4347	41	19	25	33	33	83	58	67	33	65	58	47
Amillepora33323	Sc0000174	334767	335564	-	798	0	0	1	1	1	0	0	1	2	1	0	2
Amillepora35055	Sc0000218	80720	82967	-	2248	1	1	1	1	0	0	0	0	0	0	0	0
Amillepora35052	Sc0000218	28421	50736	-	22316	28	29	18	18	44	54	3	12	4	4	7	3
Amillepora35053	Sc0000218	51539	56395	-	4857	9	9	3	6	11	15	8	10	5	5	9	9
Amillepora35054	Sc0000218	80009	80599	-	591	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora35059	Sc0000218	147109	148683	+	1575	1	1	0	0	1	0	0	0	0	0	0	0
Amillepora35060	Sc0000218	203336	205386	+	2051	1	2	0	1	3	1	0	0	1	0	0	0
Amillepora32760	Sc0000165	34000	48735	+	14736	35	17	26	23	21	41	3	5	3	12	2	6
Amillepora32758	Sc0000165	10404	27852	+	17449	5	0	1	9	4	12	4	1	3	0	3	0
Amillepora32755	Sc0000165	5639	19234	-	13596	30	16	19	18	43	39	9	8	8	4	16	10
Amillepora32762	Sc0000165	92831	125038	+	32208	19	16	12	13	21	13	11	10	12	13	22	17
Amillepora32763	Sc0000165	123510	125441	-	1932	0	2	2	1	4	4	4	0	3	0	1	0
Amillepora32765	Sc0000165	204642	211650	+	7009	35	31	18	27	40	42	8	10	3	9	10	2
Amillepora32767	Sc0000165	306981	310547	+	3567	0	1	0	0	0	0	0	0	0	0	1	0
Amillepora32770	Sc0000165	345311	345922	+	612	0	0	0	0	0	0	0	0	1	0	0	0
Amillepora32769	Sc0000165	335894	337111	+	1218	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32772	Sc0000165	348489	349586	+	1098	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora32768	Sc0000165	312719	315120	+	2402	1	0	0	2	0	4	0	1	0	0	0	0
Amillepora32771	Sc0000165	346275	348053	+	1779	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora32766	Sc0000165	303165	306880	-	3716	6	10	4	6	17	13	5	3	4	12	13	4
Amillepora32775	Sc0000165	449443	458122	+	8680	2	4	4	2	4	10	1	5	4	2	12	5
Amillepora32774	Sc0000165	448399	448701	+	303	0	1	0	0	1	1	0	0	0	0	1	2
Amillepora32776	Sc0000165	459049	464241	-	5193	0	0	0	1	2	2	1	1	2	1	0	2
Amillepora32777	Sc0000165	464292	465668	-	1377	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora35764	Sc0000228	47092	50007	+	2916	2	2	0	0	0	1	0	3	0	0	1	0
Amillepora35772	Sc0000228	128883	129797	+	915	2	1	2	4	0	7	1	2	2	2	4	4
Amillepora35766	Sc0000228	64071	65994	+	1924	15	6	9	18	11	13	14	18	19	19	19	14
Amillepora35767	Sc0000228	74716	75274	+	559	1	0	0	0	3	2	0	0	0	0	0	0
Amillepora35762	Sc0000228	3608	4105	-	498	1	2	0	2	2	3	0	0	0	0	0	0
Amillepora35765	Sc0000228	62854	63630	-	777	0	0	0	0	0	0	0	0	0	1	0	0
Amillepora35773	Sc0000228	142024	152902	-	10879	92	51	58	94	99	117	58	70	74	72	63	84
Amillepora35763	Sc0000228	39916	44562	-	4647	0	2	0	1	2	2	1	0	0	2	2	3
Amillepora35774	Sc0000228	152915	154369	-	1455	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora34446	Sc0000204	52393	54009	+	1617	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora34447	Sc0000204	54077	57040	+	2964	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora34448	Sc0000204	73399	75756	+	2358	0	0	1	0	0	1	0	2	0	0	0	1
Amillepora34444	Sc0000204	31200	34816	-	3617	19	6	21	15	15	9	5	11	5	5	5	8
Amillepora34449	Sc0000204	80564	82306	-	1743	9	4	7	9	6	7	4	2	7	6	2	7
Amillepora34445	Sc0000204	45762	56902	-	11141	5	2	4	5	6	6	7	3	3	7	3	13
Amillepora34450	Sc0000204	82996	83720	-	725	2	1	3	6	9	1	0	0	4	0	3	7
Amillepora34443	Sc0000204	23362	26866	+	3505	7	0	4	3	3	3	0	2	3	4	7	7
Amillepora34456	Sc0000204	152853	153362	+	510	1	0	0	0	0	0	1	1	1	0	1	0
Amillepora34451	Sc0000204	91425	96747	+	5323	18	15	19	22	24	26	13	16	7	11	22	18
Amillepora34464	Sc0000204	270656	273571	+	2916	20	11	19	8	22	21	8	13	11	11	10	17
Amillepora34453	Sc0000204	114182	114894	+	713	1	0	1	1	1	1	0	0	0	1	0	1
Amillepora34460	Sc0000204	203342	207631	+	4290	7	5	3	6	5	5	5	8	5	4	9	9
Amillepora34463	Sc0000204	259300	261588	+	2289	1	1	1	5	3	1	1	0	1	1	3	3
Amillepora34458	Sc0000204	188377	193163	+	4787	0	1	0	3	0	2	0	0	0	0	5	1
Amillepora34462	Sc0000204	248738	250428	+	1691	1	0	0	0	0	0	0	1	1	0	2	1
Amillepora34459	Sc0000204	201993	203011	+	1019	0	0	1	1	0	0	1	0	1	1	2	3
Amillepora34452	Sc0000204	108239	113933	-	5695	18	7	3	5	9	10	4	8	8	9	11	5
Amillepora34461	Sc0000204	217826	218888	-	1063	1	0	1	1	1	1	0	0	0	0	0	0
Amillepora36311	Sc0000244	69350	73926	-	4577	0	0	1	0	0	0	0	1	0	1	1	0
Amillepora36310	Sc0000244	22785	23968	-	1184	10	6	6	11	9	7	1	5	4	2	2	7
Amillepora33703	Sc0000180	15918	45267	+	29350	131	85	89	154	154	174	145	140	72	144	164	126
Amillepora33705	Sc0000180	51233	69002	+	17770	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora33704	Sc0000180	46193	70904	-	24712	21	13	9	15	20	23	25	20	15	13	16	21
Amillepora33708	Sc0000180	112370	124496	+	12127	129	67	91	109	90	141	24	14	10	24	13	18
Amillepora33710	Sc0000180	125206	126625	+	1420	6	2	11	9	7	12	2	2	1	4	0	3
Amillepora33707	Sc0000180	103487	108818	+	5332	74	38	81	59	45	63	11	21	17	13	18	11
Amillepora33713	Sc0000180	154051	154698	-	648	2	0	1	0	0	1	1	0	0	0	0	0
Amillepora33716	Sc0000180	223744	227571	+	3828	0	0	0	0	1	0	3	2	2	1	4	5
Amillepora33714	Sc0000180	196851	207026	+	10176	110	95	98	145	139	182	122	135	108	124	136	146
Amillepora33724	Sc0000180	271504	275343	+	3840	3	0	1	3	2	3	0	0	0	0	2	0
Amillepora33732	Sc0000180	327031	346663	+	19633	116	85	96	138	97	131	92	107	87	105	91	108
Amillepora33734	Sc0000180	352406	355034	+	2629	6	3	6	8	8	6	9	8	4	9	5	3
Amillepora33720	Sc0000180	256745	259243	+	2499	0	1	0	0	0	0	0	0	0	0	0	0
Amillepora33717	Sc0000180	233679	241309	-	7631	12	6	7	9	15	14	6	12	10	7	15	11
Amillepora33715	Sc0000180	207487	216327	-	8841	123	70	105	133	111	108	141	127	113	126	116	117
Amillepora33727	Sc0000180	281162	298932	-	17771	19	15	14	21	18	32	20	17	15	14	21	29
